Make,Transmission,Engine Type,Engine Capacity(CC),Mileage(kms),Year,Price,Model
Toyota,Automatic,Petrol,1000.0,120000,2005,1550000,Vitz 
Suzuki,Manual,Petrol,660.0,22000,2021,1725000,Alto 
Toyota,Automatic,Petrol,2700.0,141000,2003,4900000,Prado 120
Toyota,Manual,Petrol,1300.0,65000,2014,2300000,Corolla 
Honda,Automatic,Petrol,660.0,185000,2012,1295000,Life 
Suzuki,Manual,Petrol,1300.0,106000,2006,1075000,Liana 
Honda,Automatic,Petrol,1600.0,120000,2004,850000,Civic 
Suzuki,Manual,Petrol,1000.0,42000,2019,2015000,Cultus 
Toyota,Manual,Petrol,1300.0,75000,2013,1550000,Corolla 
Honda,Manual,Petrol,1300.0,113000,2009,1540000,City 
Toyota,Automatic,Petrol,1800.0,135000,2013,2925000,Prius 
Toyota,Automatic,Petrol,1000.0,67397,2018,2550000,Vitz 
Toyota,Automatic,Diesel,2800.0,63219,2019,8850000,Fortuner 
Toyota,Automatic,Hybrid,1800.0,86000,2013,3025000,Prius 
Toyota,Automatic,Petrol,1600.0,88500,2017,3125000,Corolla 
Toyota,Automatic,Petrol,1800.0,72000,2014,4050000,Noah 
Hyundai,Automatic,Petrol,2000.0,32000,2020,4950000,Tucson 
Suzuki,Automatic,Petrol,660.0,125375,2017,1685000,Every 
Toyota,Automatic,Petrol,1000.0,22775,2018,2425000,Passo 
Toyota,Automatic,Petrol,1000.0,37395,2018,2395000,Passo 
Toyota,Automatic,Petrol,2700.0,10216,2018,23300000,Prado 
Changan,Automatic,Petrol,1500.0,13000,2021,2550000,Alsvin 
Suzuki,Manual,Petrol,1300.0,232000,2005,860000,Baleno 
Toyota,Manual,Petrol,1300.0,157000,2012,1850000,Corolla 
Suzuki,Manual,Petrol,800.0,70000,2014,650000,Mehran 
Toyota,Automatic,Petrol,1300.0,80000,2016,2600000,Corolla 
Suzuki,Manual,CNG,1000.0,90000,2010,700000,Alto 
Honda,Automatic,Petrol,1800.0,34000,2019,4125000,Civic 
Toyota,Manual,Diesel,2000.0,200000,2002,1150000,Corolla 
Suzuki,Manual,Petrol,800.0,80000,2011,620000,Mehran 
Honda,Automatic,Petrol,1800.0,78000,2019,3750000,Civic 
Toyota,Automatic,Petrol,1000.0,18000,2017,2625000,Vitz 
Jeep,Automatic,Petrol,3400.0,60000,1988,1800000,M 825
Mitsubishi,Automatic,Petrol,660.0,298000,2006,900000,Town Box
Toyota,Automatic,Petrol,1800.0,150000,2009,2000000,Corolla 
Honda,Manual,Petrol,1500.0,100000,1998,880000,Civic EK
KIA,Automatic,Petrol,2000.0,16000,2019,5300000,Sportage 
Toyota,Automatic,Petrol,1300.0,66525,2015,2565000,Corolla 
Daihatsu,Automatic,Petrol,800.0,80000,2008,680000,Cuore 
Honda,Manual,Petrol,1300.0,80000,2016,2100000,City 
Honda,Manual,Petrol,1300.0,96000,2014,2150000,City 
Toyota,Automatic,Petrol,1300.0,82000,2015,2550000,Corolla 
Toyota,Automatic,Petrol,4500.0,140000,1992,3600000,Land Cruiser
Toyota,Manual,Petrol,1300.0,157000,2009,1800000,Corolla 
Mercedes,Automatic,Petrol,1800.0,44000,2014,6900000,Benz C
Toyota,Manual,Petrol,1300.0,106000,2010,1550000,Corolla 
Honda,Manual,Petrol,1500.0,63000,2016,2100000,City 
Toyota,Automatic,Petrol,4600.0,32000,2016,24000000,Land Cruiser
Daihatsu,Manual,Petrol,800.0,13052,2007,640000,Cuore 
Toyota,Automatic,Petrol,1500.0,82000,2018,4300000,Corolla Fielder
Toyota,Automatic,Diesel,3000.0,124000,1996,2800000,Surf 
Toyota,Automatic,Diesel,2800.0,15000,2018,13500000,Hilux 
Honda,Manual,Petrol,1300.0,11000,2021,2650000,City 
Suzuki,Automatic,Petrol,660.0,70000,2012,1350000,Every 
Honda,Manual,Petrol,1500.0,85000,2015,2350000,City 
Toyota,Manual,Petrol,1300.0,104100,2014,2100000,Corolla 
Audi,Automatic,Petrol,1800.0,33800,2017,13000000,A6 
Toyota,Manual,Diesel,3000.0,185096,1991,2200000,Land Cruiser
Suzuki,Manual,Petrol,1000.0,144000,2013,1090000,Cultus 
Toyota,Automatic,Petrol,1800.0,152926,2016,2700000,Prius 
Toyota,Automatic,Petrol,2700.0,46000,2017,23000000,Prado 
Toyota,Automatic,Petrol,1600.0,55000,2020,3354999,Corolla 
Toyota,Automatic,Petrol,1800.0,43000,2019,3975000,Corolla 
Toyota,Manual,Petrol,1300.0,50000,2003,1550000,Corolla 
Toyota,Automatic,Petrol,1000.0,83500,2013,2030000,Vitz 
Suzuki,Manual,Petrol,1000.0,96000,2009,800000,Cultus 
Suzuki,Automatic,Petrol,1600.0,125000,2006,1150000,Liana 
Toyota,Automatic,Petrol,1800.0,105000,2014,3450000,Prius 
Toyota,Automatic,Petrol,1000.0,123000,2007,1295000,Passo 
Toyota,Automatic,Petrol,1300.0,90000,2017,2750000,Corolla 
Suzuki,Automatic,Petrol,660.0,35000,2014,1650000,Alto 
Changan,Manual,Petrol,1000.0,35000,2020,1700000,Karvaan 
Suzuki,Manual,Petrol,1000.0,92000,2011,830000,Alto 
Toyota,Automatic,Petrol,2700.0,28500,2014,16500000,Prado 
Suzuki,Manual,Petrol,800.0,85000,2007,585000,Mehran 
Honda,Manual,Petrol,1300.0,90000,2014,1950000,City 
Toyota,Automatic,Hybrid,1500.0,118210,2016,3600000,Sienta 
Toyota,Manual,Petrol,1300.0,89153,2019,2950000,Corolla 
Suzuki,Automatic,Hybrid,660.0,10650,2018,2565000,Wagon R
Honda,Automatic,Hybrid,1500.0,49241,2016,4685000,Vezel 
Toyota,Automatic,Petrol,1000.0,21843,2018,2515000,Passo 
Honda,Automatic,Petrol,1300.0,46300,2018,2685000,City 
Honda,Automatic,Petrol,1800.0,75710,2018,3590000,Civic 
Honda,Manual,Petrol,1600.0,120511,2005,1575000,Civic Eagle
Hyundai,Automatic,Petrol,2000.0,10200,2021,4050000,Elantra 
Mitsubishi,Automatic,Petrol,660.0,136000,2019,1240000,Minica 
Toyota,Manual,Diesel,4200.0,100000,1986,1100000,Land Cruiser
Honda,Manual,Petrol,1300.0,55000,1998,550000,City 
Honda,Automatic,Petrol,1800.0,48000,2018,3415000,Civic 
Suzuki,Manual,Petrol,800.0,43000,2015,825000,Mehran 
Toyota,Automatic,Petrol,1000.0,77000,2013,1800000,Vitz 
Toyota,Automatic,Petrol,4600.0,55000,2011,20000000,Land Cruiser
Toyota,Automatic,Petrol,1000.0,116892,2012,1680000,Passo 
Suzuki,Manual,Petrol,1000.0,200000,2007,680000,Cultus 
Daihatsu,Automatic,Petrol,660.0,24000,2018,2195000,Mira 
Suzuki,Automatic,Petrol,660.0,21000,2021,1840000,Alto 
Suzuki,Manual,Petrol,660.0,173502,2004,650000,Every 
Toyota,Manual,Petrol,1300.0,200000,2010,1495000,Corolla 
Mitsubishi,Automatic,Petrol,660.0,79580,2012,1650000,Pajero Mini
Honda,Manual,Petrol,1500.0,300000,1995,750000,Civic EG
Toyota,Manual,Petrol,1300.0,174000,2014,2050000,Corolla 
Honda,Manual,Petrol,1500.0,200000,2005,1270000,Civic Eagle
Toyota,Automatic,Petrol,2700.0,60000,2013,13600000,Prado 
Honda,Automatic,Petrol,1500.0,37000,2017,2690000,City 
Toyota,Manual,Petrol,1300.0,180000,2009,1380000,Corolla 
Suzuki,Manual,Petrol,1300.0,150000,1998,1250000,Jimny 
Honda,Automatic,Petrol,660.0,33000,2017,1975000,N Wgn
Toyota,Automatic,Petrol,4600.0,55527,2008,17500000,Land Cruiser
Toyota,Automatic,Petrol,4600.0,62787,2013,25000000,Land Cruiser
Honda,Automatic,Petrol,1800.0,44510,2018,3675000,Civic 
Suzuki,Automatic,Petrol,1000.0,17000,2019,3350000,Swift 
Toyota,Automatic,Hybrid,2500.0,30000,2018,19000000,Crown 
Toyota,Automatic,Petrol,1600.0,30000,2019,3390000,Corolla 
Toyota,Automatic,Petrol,4600.0,17900,2013,26200000,Land Cruiser
Nissan,Automatic,Hybrid,1200.0,32000,2018,3050000,Note 
Suzuki,Automatic,Petrol,1000.0,22126,2017,2950000,Swift 
Honda,Manual,Petrol,1300.0,153000,2008,1390000,City 
Honda,Automatic,Petrol,1300.0,56500,2007,1150000,City 
Toyota,Automatic,Petrol,1600.0,54000,2018,3500000,Corolla 
Toyota,Automatic,Petrol,1000.0,99000,2015,2100000,Vitz 
Suzuki,Manual,CNG,1000.0,80000,2005,680000,Alto 
Honda,Automatic,Hybrid,1500.0,139600,2011,2300000,Spike 
Suzuki,Automatic,Petrol,660.0,23500,2019,1660000,Alto 
Toyota,Manual,Petrol,1300.0,200000,1998,850000,Corolla Indus
Toyota,Manual,Petrol,1300.0,47000,2013,2500000,Corolla 
Daihatsu,Manual,CNG,660.0,100000,2012,1360000,Mira 
Suzuki,Manual,CNG,1000.0,86000,2005,510000,Cultus 
Honda,Manual,Petrol,1300.0,149600,2006,1490000,City 
Toyota,Manual,Petrol,1300.0,154650,2009,1789999,Corolla 
Suzuki,Automatic,Petrol,660.0,121521,2010,1150000,Alto 
Toyota,Manual,Petrol,1300.0,130000,2005,1190000,Corolla 
Toyota,Manual,Petrol,1300.0,94000,2015,2150000,Corolla 
Toyota,Automatic,Petrol,1600.0,90000,1998,1125000,Corolla Indus
KIA,Automatic,Petrol,2000.0,42000,2019,5195000,Sportage 
Toyota,Manual,Petrol,1300.0,150000,1999,1450000,Cami 
Honda,Manual,Petrol,1300.0,142580,2008,1380000,City 
Honda,Automatic,Petrol,1800.0,55000,2016,3075000,Civic Rebirth
Range,Automatic,Petrol,4200.0,140000,2009,9000000,Rover Sport
Honda,Automatic,Petrol,1600.0,175000,2000,1125000,Civic 
Mercedes,Automatic,Petrol,2000.0,79800,2017,16500000,Benz E
Toyota,Automatic,Petrol,2700.0,31000,2019,8950000,Fortuner 
Honda,Automatic,Petrol,1800.0,90000,2014,2600000,Civic Rebirth
Nissan,Automatic,Hybrid,1200.0,11586,2018,3350000,Note 
Honda,Automatic,Petrol,660.0,22000,2018,2075000,N Wgn
Mitsubishi,Manual,Diesel,2500.0,95000,1986,1650000,Pajero 
Honda,Automatic,Petrol,1800.0,133000,2011,2090000,Civic Reborn
Toyota,Automatic,Petrol,1000.0,120000,2012,1940000,Vitz 
Suzuki,Manual,Petrol,800.0,38000,2019,1070000,Mehran 
Nissan,Automatic,Hybrid,1200.0,69800,2018,3250000,Note 
Toyota,Manual,Diesel,3000.0,75000,1992,2150000,Prado 
Toyota,Automatic,Petrol,1500.0,11000,2021,3150000,Yaris 
Daihatsu,Automatic,Petrol,660.0,65000,2016,2000000,Cast 
Suzuki,Manual,Petrol,1000.0,40000,2017,1880000,Cultus 
Toyota,Automatic,Hybrid,1500.0,157000,2016,3375000,Sienta 
Suzuki,Manual,Petrol,1000.0,54000,2019,2010000,Cultus 
Honda,Automatic,Petrol,1300.0,98000,2014,1835000,City 
Suzuki,Manual,Petrol,1000.0,89700,2011,1100000,Cultus 
Toyota,Automatic,Petrol,2500.0,75000,2008,3250000,Mark X
Toyota,Automatic,Hybrid,1500.0,165000,2016,3650000,Sienta 
Daihatsu,Automatic,Petrol,660.0,90000,2018,2275000,Mira 
Toyota,Automatic,Petrol,1500.0,227000,2007,2250000,Prius 
Toyota,Automatic,Diesel,3000.0,129600,2001,3750000,Surf 
Toyota,Automatic,Diesel,3000.0,140000,2001,5250000,Prado 90
Daihatsu,Automatic,Petrol,660.0,65000,2017,1975000,Cast 
Toyota,Automatic,Petrol,1000.0,23000,2018,2765000,Vitz 
Suzuki,Manual,Petrol,1000.0,64000,2010,675000,Alto 
Toyota,Automatic,Petrol,1000.0,80000,2004,1390000,Vitz 
Suzuki,Manual,Petrol,1300.0,11800,2018,1970000,Swift 
KIA,Automatic,Petrol,2000.0,16000,2020,5650000,Sportage 
Toyota,Manual,Petrol,1300.0,75000,2012,1950000,Corolla 
Toyota,Automatic,Petrol,1000.0,33000,2019,2890000,Vitz 
Honda,Automatic,Hybrid,1500.0,69000,2014,3525000,Vezel 
Suzuki,Automatic,Petrol,1300.0,36000,2019,2200000,Swift 
Honda,Automatic,Petrol,1600.0,150000,2005,1260000,Civic Eagle
Toyota,Automatic,Petrol,1000.0,67600,2013,2000000,Vitz 
Toyota,Manual,Petrol,1300.0,240000,2011,1800000,Corolla 
Suzuki,Manual,Petrol,800.0,62000,2015,855000,Mehran 
Toyota,Automatic,Diesel,4200.0,155000,2002,5800000,Land Cruiser
Suzuki,Automatic,Petrol,660.0,120000,2014,1490000,Alto 
Daihatsu,Automatic,Petrol,660.0,57000,2018,2175000,Mira 
Suzuki,Manual,Petrol,800.0,90000,2014,640000,Mehran 
Toyota,Automatic,Petrol,3400.0,70000,1967,3650000,Surf 
Toyota,Automatic,Hybrid,1500.0,88000,2011,2200000,Prius 
Suzuki,Automatic,Petrol,660.0,123455,2008,1100000,Alto 
Nissan,Automatic,Petrol,660.0,56000,2019,1580000,Dayz 
Honda,Automatic,Petrol,1800.0,30000,2018,3650000,Civic 
Honda,Automatic,Petrol,1600.0,210000,2006,1530000,Civic 
Toyota,Automatic,Petrol,1300.0,61476,2017,2680000,Corolla 
Dodge,Automatic,Petrol,5700.0,86000,2016,15000000,Ram 
Nissan,Automatic,Petrol,660.0,70000,2014,1550000,Dayz Highway
Daihatsu,Automatic,Petrol,660.0,80000,2008,975000,Hijet 
Suzuki,Automatic,Petrol,660.0,40000,2004,800000,Every Wagon
Honda,Automatic,Petrol,1800.0,12600,2021,3950000,Civic 
Honda,Automatic,Petrol,1500.0,22930,2020,3515000,BR-V 
Toyota,Automatic,Diesel,3000.0,59000,2017,6700000,Hilux 
Toyota,Automatic,Petrol,1000.0,65000,2017,2675000,Vitz 
Honda,Automatic,Hybrid,1500.0,14000,2019,7295000,Insight Exclusive
Nissan,Automatic,Petrol,660.0,61000,2017,1650000,Dayz Highway
FAW,Manual,Petrol,1300.0,120000,2018,1350000,V2 
Toyota,Automatic,Petrol,2700.0,44000,2016,15000000,Prado 
Toyota,Automatic,Petrol,4600.0,16500,2017,37900000,Land Cruiser
Honda,Automatic,Petrol,1500.0,114560,2005,1245000,Civic Eagle
Honda,Automatic,Petrol,1500.0,100659,2016,4275000,Vezel 
Honda,Manual,Petrol,1800.0,93723,2011,1850000,Civic Reborn
Toyota,Automatic,Petrol,1500.0,70000,2016,4300000,Premio 
Suzuki,Manual,Petrol,1000.0,73000,2007,750000,Cultus 
Honda,Automatic,Petrol,1800.0,80000,2018,3825000,Civic 
Toyota,Automatic,Petrol,1800.0,11200,2021,4250000,Corolla 
Honda,Automatic,Petrol,1300.0,130000,2018,2600000,City 
Suzuki,Manual,Petrol,1000.0,99000,2011,1100000,Alto 
Toyota,Automatic,Petrol,1600.0,50000,2016,2900000,Corolla 
Daihatsu,Automatic,Petrol,660.0,70000,2016,1420000,Hijet 
Toyota,Automatic,Petrol,1500.0,88000,2007,2500000,Corolla Axio
Toyota,Manual,Petrol,1300.0,53754,2017,2650000,Corolla 
Honda,Automatic,Petrol,1800.0,70000,2016,3250000,Civic Rebirth
Ford,Automatic,Diesel,3200.0,120000,2013,14000000,Ranger 
Mitsubishi,Automatic,Petrol,1500.0,120000,2012,1320000,Lancer 
Toyota,Automatic,Petrol,1600.0,104000,2012,1975000,Corolla 
Honda,Automatic,Petrol,1800.0,115000,2010,1795000,Civic Reborn
Toyota,Manual,Petrol,1300.0,60000,2012,1664999,Corolla 
Toyota,Automatic,Petrol,1800.0,142000,2011,1850000,Corolla 
Toyota,Manual,Petrol,1300.0,136666,2012,2220000,Corolla 
Suzuki,Manual,Petrol,800.0,60000,2018,1175000,Mehran 
Toyota,Automatic,Petrol,1000.0,130000,2014,1950000,Vitz 
Suzuki,Manual,Petrol,1500.0,453000,2007,1450000,APV 
Toyota,Automatic,Petrol,1000.0,40000,2011,1880000,Vitz 
Toyota,Automatic,Petrol,1800.0,18000,2018,3800000,Corolla 
Honda,Automatic,Petrol,1300.0,36000,2018,2585000,City 
Toyota,Automatic,Petrol,1000.0,36000,2019,2995000,Vitz 
Toyota,Automatic,Petrol,2700.0,54487,2016,15400000,Prado 
Toyota,Automatic,Petrol,4600.0,85000,2011,19500000,Land Cruiser
Suzuki,Manual,Petrol,800.0,113000,2012,730000,Mehran 
Toyota,Automatic,Petrol,1600.0,40000,2016,2790000,Corolla 
Mitsubishi,Automatic,Petrol,660.0,80000,2015,1490000,EK Space
Honda,Automatic,Petrol,1800.0,110000,2014,2620000,Civic Rebirth
Toyota,Automatic,Diesel,4200.0,150000,2004,7800000,Land Cruiser
Mitsubishi,Automatic,Petrol,1600.0,96000,2004,1599000,Lancer 
Honda,Automatic,Petrol,2400.0,105000,2005,2450000,Accord 
Toyota,Manual,Petrol,1300.0,65000,2009,1450000,Corolla 
Toyota,Automatic,Petrol,1600.0,200000,2012,2275000,Corolla 
Daihatsu,Manual,Petrol,800.0,210000,2010,700000,Cuore 
Toyota,Automatic,Petrol,660.0,68000,2015,1550000,Pixis Epoch
Daihatsu,Automatic,Petrol,800.0,137000,2008,890000,Cuore 
Honda,Automatic,Petrol,1500.0,156000,2013,3450000,Vezel 
Toyota,Automatic,Petrol,1000.0,37000,2014,2100000,Passo 
Honda,Automatic,Petrol,1800.0,61000,2013,2560000,Civic Rebirth
Honda,Manual,Petrol,1300.0,210000,2001,910000,City 
Suzuki,Manual,Petrol,800.0,18000,2021,1225000,Bolan 
Toyota,Automatic,Hybrid,1500.0,103000,2013,2280000,Aqua 
Suzuki,Manual,Petrol,1000.0,39000,2015,1300000,Cultus 
Toyota,Manual,Petrol,1300.0,105500,2017,2320000,Corolla 
Suzuki,Manual,Petrol,1000.0,162000,2008,800000,Cultus 
Toyota,Automatic,Hybrid,1500.0,104000,2012,2044000,Aqua 
Toyota,Automatic,Diesel,3000.0,105700,2005,5650000,Prado 120
Honda,Manual,Petrol,1300.0,128000,2008,1285000,City 
Toyota,Automatic,Petrol,1000.0,41000,2018,2640000,Vitz 
Suzuki,Manual,Petrol,660.0,10200,2019,1590000,Alto 
KIA,Automatic,Petrol,2000.0,19000,2020,5600000,Sportage 
Toyota,Automatic,Petrol,2700.0,62722,2015,6300000,Fortuner 
Honda,Automatic,Petrol,1800.0,58500,2018,3500000,Civic 
Honda,Automatic,Petrol,1500.0,27000,2020,3450000,BR-V 
Toyota,Automatic,Petrol,1000.0,76000,2012,1600000,Passo 
Toyota,Automatic,Petrol,1300.0,87000,2007,1850000,Belta 
Honda,Manual,Petrol,1800.0,68000,2008,1475000,Civic Reborn
Suzuki,Automatic,Petrol,660.0,90026,2017,1695000,Every 
Honda,Manual,Petrol,1600.0,195000,2005,1325000,Civic Eagle
Toyota,Automatic,Petrol,1000.0,53806,2018,2550000,Passo 
Honda,Manual,Petrol,2000.0,125000,2003,2550000,Accord 
Toyota,Automatic,Hybrid,1500.0,24700,2018,3675000,Aqua 
Suzuki,Automatic,Petrol,660.0,21000,2019,1785000,Alto 
Honda,Automatic,Petrol,1500.0,52000,2017,2825000,BR-V 
Suzuki,Manual,Petrol,1300.0,200000,2005,875000,Baleno 
Honda,Automatic,Petrol,1800.0,25000,2019,3800000,Civic 
Toyota,Manual,Petrol,1300.0,72000,2014,2450000,Corolla 
Honda,Manual,Petrol,1500.0,154000,2006,1040000,Civic 
Toyota,Automatic,Petrol,1000.0,100000,2019,2900000,Vitz 
Suzuki,Automatic,Petrol,660.0,146000,2013,1500000,Wagon R
Toyota,Manual,Petrol,1300.0,225000,2016,2200000,Corolla 
Hyundai,Manual,Petrol,1100.0,110000,2006,720000,Santro 
Daihatsu,Automatic,Petrol,660.0,40000,2016,1689999,Move 
Toyota,Automatic,Petrol,1500.0,150000,2010,2400000,Corolla Axio
Honda,Automatic,Petrol,1800.0,63000,2015,2880000,Civic Rebirth
Suzuki,Manual,Petrol,800.0,35686,2017,1050000,Mehran 
Honda,Automatic,Petrol,1500.0,150000,2010,2150000,Insight 
Honda,Manual,Petrol,1300.0,217000,2002,1050000,City 
Honda,Automatic,Petrol,1500.0,45000,2017,3150000,BR-V 
Toyota,Automatic,Petrol,1800.0,100000,2012,2500000,Corolla Axio
Suzuki,Manual,Petrol,1000.0,29500,2017,1725000,Wagon R
Toyota,Automatic,Petrol,1000.0,130000,2008,1450000,Vitz 
Toyota,Automatic,Petrol,1800.0,195000,2012,2850000,Prius 
Toyota,Manual,Petrol,1800.0,32000,2010,2250000,Corolla 
Toyota,Automatic,Petrol,1300.0,16000,2021,2780000,Yaris 
Toyota,Automatic,Petrol,1600.0,76900,2017,2800000,Corolla 
Toyota,Automatic,Petrol,2500.0,55000,2011,7800000,Mark X
Honda,Automatic,Petrol,1500.0,92000,2014,3450000,Vezel 
Honda,Automatic,Petrol,1800.0,20164,2020,3950000,Civic 
Mercedes,Automatic,Petrol,3500.0,100000,2008,7900000,Benz CLS
Toyota,Automatic,Hybrid,2500.0,80304,2014,10200000,Harrier 
Toyota,Automatic,Diesel,3000.0,198563,2011,10500000,Prado 
Toyota,Automatic,Petrol,1000.0,71000,2019,2685000,Passo 
BMW,Automatic,Petrol,3000.0,69000,2011,8800000,X3 Series
Toyota,Automatic,Petrol,2700.0,119000,2017,7750000,Fortuner 
Suzuki,Automatic,Petrol,660.0,102000,2010,1075000,Every 
Honda,Automatic,Petrol,1800.0,44000,2019,3800000,Civic 
Honda,Automatic,Petrol,1800.0,150000,2006,1280000,Civic 
Toyota,Automatic,Petrol,1800.0,53500,2018,3550000,Corolla 
Toyota,Automatic,Petrol,1000.0,96800,2011,1764999,Vitz 
Toyota,Manual,Diesel,2000.0,115000,2010,2050000,Corolla 
Toyota,Manual,Petrol,1300.0,76000,2013,2250000,Corolla 
Toyota,Automatic,Petrol,1800.0,50000,2018,3900000,Corolla 
Toyota,Automatic,Petrol,1000.0,58510,2018,2800000,Vitz 
Suzuki,Manual,Petrol,1000.0,68000,2007,600000,Alto 
Toyota,Automatic,Petrol,1000.0,31784,2018,2800000,Vitz 
Honda,Manual,Petrol,1800.0,120000,2013,2400000,Civic Rebirth
Toyota,Automatic,Petrol,1000.0,34429,2018,2750000,Vitz 
Toyota,Automatic,Petrol,1000.0,40043,2018,2750000,Vitz 
Honda,Manual,Petrol,1500.0,149000,2004,1100000,Civic 
Daihatsu,Automatic,Petrol,800.0,60241,2012,1145000,Cuore 
Honda,Manual,Petrol,660.0,90000,2014,1650000,N One
Toyota,Automatic,Petrol,1300.0,86000,2016,2670000,Corolla 
Toyota,Automatic,Petrol,1000.0,13380,2019,2925000,Vitz 
Toyota,Automatic,Petrol,1000.0,24854,2018,2800000,Vitz 
Toyota,Automatic,Petrol,1000.0,30115,2018,2750000,Vitz 
Toyota,Automatic,Petrol,1000.0,26781,2018,2800000,Vitz 
Toyota,Automatic,Petrol,1000.0,27433,2018,2850000,Vitz 
Suzuki,Manual,Petrol,800.0,370000,2018,1100000,Mehran 
Toyota,Automatic,Petrol,1000.0,34134,2018,2800000,Vitz 
Toyota,Automatic,Petrol,1000.0,64746,2018,2800000,Vitz 
KIA,Automatic,Petrol,2000.0,11000,2021,6000000,Sportage 
Toyota,Automatic,Petrol,2500.0,91000,2013,5800000,Camry XV50
Toyota,Automatic,Petrol,1000.0,14000,2019,2775000,Vitz 
Toyota,Automatic,Petrol,1300.0,83000,2019,3050000,Corolla 
Honda,Automatic,Petrol,1800.0,61200,2018,3765000,Civic 
Honda,Automatic,Petrol,1600.0,86000,2005,1825000,Civic Eagle
Honda,Manual,Petrol,1300.0,30022,2018,2490000,City 
Honda,Automatic,Petrol,1800.0,88000,2012,2350000,Civic 
Suzuki,Manual,Petrol,1000.0,22398,2017,1525000,Wagon R
Honda,Automatic,Hybrid,1300.0,101500,2011,1714999,Fit 
Toyota,Automatic,Petrol,1000.0,17812,2018,2800000,Vitz 
Toyota,Automatic,Petrol,1000.0,34481,2018,2750000,Vitz 
Toyota,Automatic,Petrol,1000.0,12041,2019,2725000,Passo 
Toyota,Automatic,Petrol,1000.0,30090,2018,2650000,Passo 
Toyota,Automatic,Petrol,1000.0,15003,2018,2600000,Passo 
Toyota,Automatic,Petrol,1500.0,19404,2018,6600000,Premio 
Nissan,Automatic,Hybrid,1200.0,38187,2018,3200000,Note 
Toyota,Automatic,Hybrid,1500.0,123183,2016,3600000,Sienta 
Honda,Automatic,Hybrid,1500.0,40981,2016,4800000,Vezel 
Toyota,Automatic,Petrol,2700.0,23024,2018,21500000,Prado 
Honda,Automatic,Hybrid,1500.0,103287,2015,2950000,Freed 
Toyota,Automatic,Petrol,2700.0,11743,2018,24000000,Prado 
Honda,Automatic,Hybrid,1500.0,88000,2016,3250000,Freed 
Suzuki,Automatic,Petrol,660.0,72208,2017,1800000,Every 
Toyota,Automatic,Petrol,1000.0,18373,2018,2800000,Passo 
Toyota,Manual,Petrol,1300.0,150000,2013,2060000,Corolla 
Toyota,Automatic,Petrol,1600.0,109000,2016,2725000,Corolla 
Honda,Automatic,Petrol,1500.0,54483,2015,4100000,Vezel 
Toyota,Automatic,Petrol,1000.0,30836,2018,2750000,Vitz 
Honda,Automatic,Petrol,1800.0,100000,2016,3350000,Civic Rebirth
Toyota,Automatic,Petrol,1000.0,23130,2018,2750000,Vitz 
Toyota,Automatic,Petrol,1000.0,49733,2018,2700000,Vitz 
Toyota,Automatic,Petrol,1600.0,230000,2016,2730000,Corolla 
KIA,Automatic,Petrol,2000.0,19000,2020,5175000,Sportage 
Toyota,Automatic,Hybrid,1500.0,88000,2017,3300000,Aqua 
Toyota,Automatic,Petrol,1600.0,77000,2015,2765000,Corolla 
Toyota,Manual,Petrol,1300.0,130000,2010,1890000,Corolla 
Toyota,Manual,Diesel,3000.0,420760,2004,2500000,Hilux 
Suzuki,Automatic,Petrol,660.0,65107,2017,1800000,Every 
Toyota,Automatic,Petrol,1000.0,65911,2018,2800000,Vitz 
Honda,Automatic,Hybrid,1500.0,15745,2019,6700000,Insight 
Mercedes,Automatic,Petrol,1800.0,90000,2008,3600000,Benz C
Toyota,Automatic,Petrol,1600.0,89000,2012,2350000,Corolla 
Suzuki,Manual,Petrol,1000.0,76500,2008,815000,Cultus 
Toyota,Automatic,Petrol,1000.0,120000,2006,1325000,Vitz 
Toyota,Automatic,Petrol,1000.0,32582,2018,2750000,Vitz 
Nissan,Automatic,Petrol,1500.0,98000,2009,1300000,Kix 
Toyota,Automatic,Petrol,1300.0,39000,2019,3050000,Corolla 
Suzuki,Manual,Petrol,1000.0,100000,2011,1010000,Cultus 
Suzuki,Manual,Petrol,1000.0,100000,2002,510000,Cultus 
Honda,Manual,Petrol,1500.0,300000,2001,950000,Civic 
Mitsubishi,Automatic,Petrol,3500.0,100000,1996,3000000,Shogun 
Suzuki,Manual,Petrol,1000.0,150000,2012,815000,Alto 
Toyota,Manual,Diesel,2000.0,15557,2009,1490000,Corolla 
Hyundai,Manual,Petrol,1000.0,69000,2009,940000,Santro 
Suzuki,Automatic,Petrol,660.0,35000,2016,2350000,Every Wagon
Suzuki,Manual,Petrol,1000.0,150000,2011,1010000,Cultus 
BMW,Automatic,Petrol,2500.0,73000,2004,3250000,5 Series
Toyota,Manual,Petrol,1300.0,150000,2012,1800000,Corolla 
Toyota,Manual,Petrol,1500.0,60000,1986,565000,Corolla 
Toyota,Automatic,Diesel,3000.0,45000,2017,5940000,Hilux 
Toyota,Automatic,Diesel,2800.0,45000,2019,7250000,Hilux 
Toyota,Automatic,Petrol,2700.0,24000,2017,23000000,Prado 
Toyota,Automatic,Petrol,1000.0,13308,2018,2495000,Passo 
Honda,Automatic,Petrol,1800.0,195000,2013,2250000,Civic Rebirth
Honda,Manual,Petrol,1200.0,10230,2021,2900000,City 
Daihatsu,Automatic,Petrol,1000.0,130000,2007,1325000,Boon 
